task,feature_set,model,n_train,n_val,n_test,validation_threshold,validation_net_bps,validation_n_trades,validation_objective,auroc,auprc,f1,balanced_accuracy,brier_score,net_bps_captured,hit_rate_above_cost,false_positive_cost,n_trades,final_pnl_usd,max_drawdown_usd,sharpe_ratio
executable_arb_q50000_5m,price_only,no_trade,17237,11340,15066,0.5,,0,total_pnl_min25trades,0.5,0.0447364927651666,0.0,0.5,0.0447364927651666,nan,nan,nan,0,0.0,0.0,nan
executable_arb_q50000_5m,price_only,last_value,17237,11340,15066,0.95,-123.27,7580,total_pnl_min25trades,0.7352001111728738,0.08124397299903569,0.09291425420457679,0.5428015564202334,0.9043851911715309,-206.61736858661152,0.02537227121584502,-215.81638103621358,13834,-14291723.385135885,14291723.385135885,-437.7686217453404
executable_arb_q50000_5m,price_only,rolling_mean,17237,11340,15066,0.5,,0,total_pnl_min25trades,0.5,0.0447364927651666,0.0,0.5,0.0447364927651666,nan,nan,nan,0,0.0,0.0,nan
executable_arb_q50000_5m,price_only,ar1,17237,11340,15066,0.5,,0,total_pnl_min25trades,0.5385978321289605,0.0482981010390541,0.09028801071667783,0.5281406336853808,0.8954699324120267,-208.0024492819881,0.02462121212121212,-216.9572459869188,14256,-14826414.584820075,14821419.584820075,-449.97289418241286
executable_arb_q50000_5m,price_only,ridge,17237,11340,15066,0.5,,0,total_pnl_min25trades,0.5,0.0447364927651666,0.0,0.5,0.0447364927651666,nan,nan,nan,0,0.0,0.0,nan
executable_arb_q50000_5m,price_only,lasso,17237,11340,15066,0.5,,0,total_pnl_min25trades,0.5,0.0447364927651666,0.0,0.5,0.0447364927651666,nan,nan,nan,0,0.0,0.0,nan
executable_arb_q50000_5m,price_only,lgbm,17237,11340,15066,0.5,,0,total_pnl_min25trades,0.5,0.0447364927651666,0.0,0.5,0.044736492765166516,nan,nan,nan,0,0.0,0.0,nan
executable_arb_q50000_5m,price_only,xgb,17237,11340,15066,0.5,,0,total_pnl_min25trades,0.5,0.0447364927651666,0.0,0.5,0.04473640329320163,nan,nan,nan,0,0.0,0.0,nan
executable_arb_q50000_5m,price_only,oracle,17237,11340,15066,0.5,,0,total_pnl_min25trades,0.760385756676558,0.5422105150788559,0.6848780487804879,0.760385756676558,0.02143900172574008,146.745266336421,1.0,nan,351,257537.9424204187,0.0,80.8678361213042
executable_arb_q50000_5m,price_plus_book,no_trade,17237,11340,15066,0.5,,0,total_pnl_min25trades,0.5,0.0447364927651666,0.0,0.5,0.0447364927651666,nan,nan,nan,0,0.0,0.0,nan
executable_arb_q50000_5m,price_plus_book,last_value,17237,11340,15066,0.05,-139.38,11340,total_pnl_min25trades,0.5,0.0447364927651666,0.08564167725540026,0.5,0.9552635072348334,-206.6552855549319,0.023297491039426525,-215.08502348995495,15066,-15567342.660852997,15562347.660852997,-471.0688054629536
executable_arb_q50000_5m,price_plus_book,rolling_mean,17237,11340,15066,0.5,,0,total_pnl_min25trades,0.5,0.0447364927651666,0.0,0.5,0.0447364927651666,nan,nan,nan,0,0.0,0.0,nan
executable_arb_q50000_5m,price_plus_book,ar1,17237,11340,15066,0.5,,0,total_pnl_min25trades,0.5,0.0447364927651666,0.08564167725540026,0.5,0.9552635072348334,-206.6552855549319,0.023297491039426525,-215.08502348995495,15066,-15567342.660852997,15562347.660852997,-471.0688054629536
executable_arb_q50000_5m,price_plus_book,ridge,17237,11340,15066,0.5,,0,total_pnl_min25trades,0.5,0.0447364927651666,0.0,0.5,0.0447364927651666,nan,nan,nan,0,0.0,0.0,nan
